,70.0,82.5,95.0,107.5,120.0
25,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
26,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
27,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
28,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
29,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
30,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
31,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
32,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
33,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
34,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
35,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
36,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
37,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
38,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
39,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
40,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
41,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
42,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
43,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
44,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
45,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
46,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
47,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
48,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
49,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
50,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
51,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
52,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
53,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
54,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
55,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
56,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
57,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
58,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
59,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
60,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
61,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
62,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
63,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
64,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
65,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
66,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
67,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
68,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
69,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
70,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
71,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
72,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
73,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
74,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
75,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
76,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
77,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
78,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
79,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
80,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
81,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
82,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
83,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
84,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
85,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
86,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
87,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
88,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
89,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
90,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
91,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
92,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
93,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
94,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
95,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
96,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
97,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
98,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
99,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
100,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171,6195.732385051171
